Library	seqnames	start	end	width	strand	genoT	deltaW	Quality	Median_insert_size	Adapters_at_least_50bp	Alignment_rate	Initial_reads_aligned	Postfiltering_reads_aligned	Mean_read_length	Duplication_rate	Coverage_depth	Background	Reads_per_Mb	Percent_WC	Mean_GC	Coverage_after_1Gb_sequencing	gene
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000067.7	132556105	132559722	3618	*	wc-cc	86	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000067.7	152664115	152723559	59445	*	cc-wc	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000067.7	165776989	165818905	41917	*	wc-ww	79	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000067.7	177420261	177459421	39161	*	ww-wc	82	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000068.8	50347864	50402057	54194	*	wc-cc	89	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000068.8	88000999	88070321	69323	*	cc-wc	82	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000068.8	151857517	151894460	36944	*	wc-cc	91	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000069.7	37931998	37934741	2744	*	wc-ww	68	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000069.7	50090368	50156683	66316	*	ww-wc	69	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000069.7	72285482	72309899	24418	*	wc-ww	92	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000069.7	142038417	142063524	25108	*	ww-wc	90	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000069.7	153228844	153259249	30406	*	wc-ww	74	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000070.7	24998164	25067865	69702	*	wc-cc	79	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000070.7	55753459	55781274	27816	*	cc-wc	85	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000070.7	74266596	74273632	7037	*	wc-cc	89	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000070.7	85874388	85917075	42688	*	cc-wc	75	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000071.7	35767078	35792828	25751	*	ww-wc	85	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000071.7	85346839	85491559	144721	*	wc-cc	75	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000071.7	132841984	132845690	3707	*	cc-wc	85	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000071.7	140056233	140070805	14573	*	wc-ww	87	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000072.7	15728571	15731516	2946	*	cc-wc	87	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000072.7	53236762	53242696	5935	*	wc-ww	93	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000072.7	101007546	101009054	1509	*	ww-wc	96	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000073.7	73604059	73609525	5467	*	cc-wc	83	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000073.7	84099625	84125115	25491	*	wc-ww	91	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000073.7	87467920	87474129	6210	*	ww-wc	85	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000073.7	125513978	125541556	27579	*	wc-cc	86	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000074.7	48297799	48299393	1595	*	cc-wc	80	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000074.7	53022785	53063411	40627	*	wc-ww	65	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000074.7	66568526	66624498	55973	*	ww-wc	77	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000074.7	70630381	70672709	42329	*	wc-cc	91	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000074.7	97756019	97766816	10798	*	cc-wc	72	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000075.7	87949500	87951348	1849	*	wc-cc	80	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000075.7	105039983	105065693	25711	*	cc-wc	74	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000075.7	114679755	114779511	99757	*	wc-ww	75	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000076.7	18601988	18691739	89752	*	wc-cc	89	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000076.7	44599977	44901360	301384	*	cc-wc	80	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000076.7	68879200	68910658	31459	*	wc-ww	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000076.7	120292694	120324948	32255	*	ww-wc	85	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000077.7	15988524	15988731	208	*	ww-wc	96	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000077.7	104370228	104377924	7697	*	wc-cc	82	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	30291286	30302690	11405	*	wc-ww	89	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	37758008	37760248	2241	*	ww-wc	87	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	51947300	51965552	18253	*	wc-ww	77	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	53831637	53839078	7442	*	ww-wc	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	56481321	56482397	1077	*	wc-cc	89	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	63985105	63986516	1412	*	cc-wc	87	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000078.7	113051431	113081403	29973	*	wc-ww	93	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000079.7	39636038	39657870	21833	*	wc-cc	81	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000079.7	42809599	42827388	17790	*	cc-wc	69	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000079.7	79292951	79327097	34147	*	wc-ww	82	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000079.7	95363280	95370753	7474	*	ww-wc	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000079.7	97605949	97607229	1281	*	wc-ww	86	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000080.7	71713393	71739473	26081	*	cc-ww	82	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000080.7	82794522	82797310	2789	*	ww-wc	105	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000080.7	98912115	98943867	31753	*	wc-cc	91	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000080.7	102326412	102339950	13539	*	cc-wc	86	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000081.7	8092760	8094264	1505	*	wc-ww	88	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000081.7	11311788	11316953	5166	*	ww-wc	82	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000081.7	90817472	90958942	141471	*	wc-ww	87	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000081.7	94155456	94159384	3929	*	ww-wc	78	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000081.7	96941587	96977469	35883	*	wc-cc	78	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000082.7	22459277	22483947	24671	*	ww-wc	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000082.7	28249150	28259886	10737	*	wc-cc	70	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000082.7	36803309	36889416	86108	*	cc-wc	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000083.7	37366815	37369028	2214	*	ww-wc	81	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000083.7	62830454	62848873	18420	*	wc-cc	89	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000083.7	83469396	83486272	16877	*	cc-wc	93	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000084.7	37066642	37068608	1967	*	ww-wc	100	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000084.7	46674559	46688042	13484	*	wc-cc	84	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000084.7	70121263	70126901	5639	*	cc-wc	83	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000085.7	30443564	30460690	17127	*	wc-cc	76	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000085.7	45304217	45372802	68586	*	cc-wc	83	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000086.8	75190566	75214542	23977	*	ww-cc	156	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r2-c6_S1194_	NC_000086.8	155679005	155740516	61512	*	cc-ww	165	G	127	0.00525552	0.9159	569066	569066	72.828827	0.037486	0.0147743793	0.0278746945	109	0.48	0.421019	0.160498	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000067.7	19298235	19309311	11077	*	wc-ww	88	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000067.7	100990578	100992851	2274	*	ww-wc	62	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000067.7	126511978	126542824	30847	*	wc-ww	79	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000068.8	19419878	19529523	109646	*	wc-ww	85	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000068.8	36268633	36291174	22542	*	ww-wc	85	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000068.8	61308346	61369954	61609	*	wc-cc	78	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000068.8	106179055	106179810	756	*	cc-wc	76	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000068.8	134937143	135013831	76689	*	wc-ww	91	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000069.7	20990581	21013429	22849	*	ww-wc	66	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000069.7	88976827	88991789	14963	*	wc-cc	78	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000069.7	93037057	93073790	36734	*	cc-wc	73	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000069.7	127440386	127448258	7873	*	wc-ww	85	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000069.7	134859370	134884474	25105	*	ww-wc	77	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000070.7	61844553	61884023	39471	*	ww-wc	79	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000070.7	82678311	82682295	3985	*	wc-cc	87	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000070.7	104088420	104091993	3574	*	cc-wc	81	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000070.7	126514622	126524048	9427	*	wc-ww	79	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000071.7	127362819	127392141	29323	*	wc-cc	81	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000071.7	130764065	130789869	25805	*	cc-wc	71	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000072.7	17356220	17377625	21406	*	wc-cc	67	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000072.7	121694481	121695870	1390	*	cc-wc	73	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000072.7	136659364	136674257	14894	*	wc-ww	89	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000073.7	5296440	5329920	33481	*	cc-wc	74	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000073.7	29283931	29373318	89388	*	wc-cc	73	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000073.7	74628631	74668509	39879	*	cc-wc	74	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000073.7	135410398	135416399	6002	*	wc-ww	86	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000074.7	18805897	18806559	663	*	wc-cc	75	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000074.7	45207106	45248548	41443	*	cc-wc	79	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000075.7	21696853	21723482	26630	*	wc-cc	85	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000075.7	23301712	23318865	17154	*	cc-wc	81	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000076.7	33751008	33757502	6495	*	wc-ww	79	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
f1216-c38-mesc-a1h5-hkt-f14-r3-c2_S1195_	NC_000076.7	42401380	42454286	52907	*	ww-wc	74	G	125	0.00468723	0.9538	585940	585940	72.487442	0.039564	0.0151084735	0.045633852	109	0.4880952381	0.415288	0.158878	BLM
