seqnames	start	end	width	strand	genoT	deltaW	ID
chr20	28548997	28564615	15619	*	ww-wc	83	recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam
chr20	31684039	31799667	115629	*	wc-cc	128	recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam
chr21	12998372	13034179	35808	*	wc-cc	76	recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam
chr22	23285918	23294338	8421	*	cc-ww	170	recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam
chrX	152891173	153153014	261842	*	cc-ww	18	recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam
chrX	153247287	153507530	260244	*	ww-cc	18	recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam
chr1	145856214	146378081	521868	*	ww-cc	44	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr1	148670432	148929510	259079	*	cc-ww	105	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr3	105836999	105853074	16076	*	cc-ww	173	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr6	120620719	120676200	55482	*	ww-cc	173	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr6	156044189	156073249	29061	*	cc-ww	172	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr7	131091596	131156931	65336	*	ww-cc	173	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr8	5898156	5937642	39487	*	wc-cc	81	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr9	130803070	130824625	21556	*	cc-ww	168	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr12	62681893	62879793	197901	*	ww-wc	61	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr12	65046137	65331181	285045	*	wc-ww	62	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr15	60780119	60814309	34191	*	ww-wc	90	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr15	72580381	72593902	13522	*	wc-ww	90	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr15	74056883	74112169	55287	*	ww-wc	95	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr15	89346402	89404562	58161	*	wc-ww	82	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr16	34267315	34581388	314074	*	ww-cc	159	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr16	46401404	46424260	22857	*	cc-ww	167	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr19	21873541	24897842	3024302	*	cc-wc	5	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr19	27393812	27435115	41304	*	wc-cc	5	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr20	25210568	26074346	863779	*	cc-wc	49	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr20	30414914	31777761	1362848	*	wc-cc	48	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr21	13899012	13909572	10561	*	wc-cc	83	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr22	23207525	23305380	97856	*	ww-cc	167	recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam
chr1	40784407	40822031	37625	*	cc-ww	171	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr1	123574955	123603370	28416	*	ww-wc	77	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr1	148439015	148689851	250837	*	wc-ww	92	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr3	88023700	90951889	2928190	*	cc-wc	31	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr3	93795494	94928830	1133337	*	wc-cc	30	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr5	10310482	10382640	72159	*	cc-ww	171	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr9	130769270	130836168	66899	*	cc-ww	172	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr10	36984740	37033635	48896	*	cc-ww	169	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr12	61198217	62668099	1469883	*	ww-cc	62	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr12	63862089	64965829	1103741	*	cc-ww	62	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr13	27313876	27401902	88027	*	cc-ww	169	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr15	72365476	72369651	4176	*	cc-wc	80	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr15	74040572	74454421	413850	*	wc-cc	81	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr16	31926151	32136267	210117	*	ww-cc	123	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr16	46401578	46504759	103182	*	cc-ww	131	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr20	24736657	28574392	3837736	*	ww-wc	33	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr20	30993710	32667980	1674271	*	wc-ww	33	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr22	23285617	23303560	17944	*	ww-cc	172	recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam
chr1	47153920	47159422	5503	*	cc-ww	172	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr1	120153271	120367885	214615	*	ww-wc	86	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr1	146023431	146382012	358582	*	wc-cc	78	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr1	148539319	149636900	1097582	*	cc-ww	123	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr4	106199275	106201700	2426	*	cc-ww	173	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr5	7971327	7977053	5727	*	ww-cc	172	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr7	57599577	57644059	44483	*	cc-wc	44	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr7	62759497	62784912	25416	*	wc-cc	36	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr7	65097866	65200235	102370	*	cc-ww	26	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr7	65498601	65777370	278770	*	ww-cc	36	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr8	54034427	54078000	43574	*	wc-ww	81	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr9	39026031	39027813	1783	*	ww-wc	76	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr9	65059985	65385233	325249	*	wc-ww	74	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr9	130778898	130809153	30256	*	ww-cc	170	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr10	46313444	46518838	205395	*	ww-wc	8	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr10	46718085	47633793	915709	*	wc-ww	6	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr11	98873899	98893980	20082	*	cc-ww	171	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr12	99477725	99499837	22113	*	ww-wc	172	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr13	71937708	71960762	23055	*	cc-ww	173	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr15	23063200	23676668	613469	*	wc-cc	56	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr15	72650906	72680137	29232	*	cc-wc	84	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr15	74034327	74115353	81027	*	wc-cc	84	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr16	34272092	34572746	300655	*	ww-cc	154	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr16	46401422	46408807	7386	*	cc-ww	167	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr19	23884443	24331819	447377	*	cc-wc	9	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr19	24393312	24410586	17275	*	wc-cc	9	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr20	25719519	26542879	823361	*	ww-wc	71	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr20	30504185	30645657	141473	*	wc-ww	70	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr21	13082273	13224576	142304	*	wc-cc	85	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr22	23259845	23292801	32957	*	cc-ww	171	recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam
chr1	80481464	80482953	1490	*	ww-cc	164	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr1	146172797	146324603	151807	*	cc-ww	136	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr1	148657378	148892382	235005	*	ww-cc	171	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr1	202154770	202167140	12371	*	cc-ww	172	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr2	138110573	138119066	8494	*	cc-ww	170	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr3	111892260	111926375	34116	*	cc-ww	170	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr4	16843386	16859434	16049	*	ww-cc	171	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr5	66763995	66782175	18181	*	cc-ww	174	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr7	64307500	65159082	851583	*	ww-wc	41	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr7	65945386	66762576	817191	*	wc-ww	45	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr8	91511877	91521417	9541	*	cc-wc	84	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr9	38767479	38978918	211440	*	cc-wc	72	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr9	67889101	68469821	580721	*	wc-cc	79	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr12	62386823	62733481	346659	*	cc-ww	113	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr12	63854600	63875665	21066	*	ww-cc	115	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr13	19035319	19037487	2169	*	wc-cc	111	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr15	22286216	22293596	7381	*	wc-ww	78	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr15	60793833	60811441	17609	*	ww-wc	91	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr15	72620651	72670968	50318	*	wc-ww	90	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr15	74061670	74105974	44305	*	ww-wc	88	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr15	89320823	89381316	60494	*	wc-ww	73	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr16	21309177	21487197	178021	*	cc-ww	102	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr16	22698867	22938761	239895	*	ww-cc	104	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr16	34275223	34571785	296563	*	cc-ww	148	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr16	46401548	46405245	3698	*	ww-cc	158	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr17	26737068	26881346	144279	*	cc-ww	37	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr17	26938021	27193151	255131	*	ww-cc	38	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr20	26322677	26378882	56206	*	ww-wc	72	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr20	30416324	30462251	45928	*	wc-ww	75	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr21	40348934	40356682	7749	*	cc-ww	169	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr22	16645013	16651523	6511	*	wc-cc	89	recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam
chr1	121681314	122550441	869128	*	ww-wc	109	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr1	148432292	148989960	557669	*	wc-ww	107	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr2	183821428	183857664	36237	*	cc-ww	165	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr3	91530912	92779658	1248747	*	ww-cc	169	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr4	83388523	83426115	37593	*	cc-ww	165	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr5	50011804	50182524	170721	*	cc-ww	165	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr8	135815812	135822729	6918	*	wc-cc	76	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr8	139071794	139114362	42569	*	cc-wc	81	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr9	130795982	130823029	27048	*	cc-ww	168	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr12	60438468	61100173	661706	*	ww-wc	48	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr12	63864220	64554020	689801	*	wc-ww	46	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr15	28821011	28946415	125405	*	cc-wc	148	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr16	31857809	32405673	547865	*	cc-ww	126	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr16	46401159	46460366	59208	*	ww-cc	134	recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam
chr1	95527487	95551401	23915	*	cc-ww	171	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr5	45484615	46178825	694211	*	ww-wc	11	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr5	50052828	50379098	326271	*	wc-ww	11	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr9	130779436	130831787	52352	*	ww-cc	169	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr11	17749294	17750379	1086	*	ww-cc	169	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr11	121309660	121334123	24464	*	cc-ww	168	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr12	62523212	62877236	354025	*	cc-wc	72	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr12	64564030	64937518	373489	*	wc-cc	73	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr15	24966934	25006051	39118	*	wc-cc	76	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr15	72602166	72639251	37086	*	cc-wc	82	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr15	74041463	74065452	23990	*	wc-cc	80	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr16	46401577	46431583	30007	*	ww-cc	98	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr17	63794003	63794739	737	*	cc-ww	173	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr19	27712953	27726154	13202	*	cc-ww	162	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr20	25556469	28563642	3007174	*	ww-wc	43	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr20	30504563	31255553	750991	*	wc-ww	44	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr21	14703474	14715864	12391	*	wc-ww	57	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr22	23285370	23344176	58807	*	cc-ww	168	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chrX	152213855	153160993	947139	*	cc-ww	12	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chrX	153244452	153333568	89117	*	ww-cc	8	recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam
chr1	121590605	122343399	752795	*	ww-wc	86	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr1	146074110	146335811	261702	*	wc-cc	92	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr1	149482695	150083150	600456	*	cc-ww	125	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr1	194125521	194138583	13063	*	ww-cc	173	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr2	94291231	95118832	827602	*	ww-wc	24	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr2	95573673	95973842	400170	*	wc-ww	20	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr5	44613500	47107900	2494401	*	cc-wc	8	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr5	50050055	51851605	1801551	*	wc-cc	8	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr8	20516360	20530992	14633	*	ww-wc	78	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr9	65070676	65406547	335872	*	cc-wc	75	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr9	67608036	67919531	311496	*	wc-cc	80	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr9	130790047	130811517	21471	*	cc-ww	172	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr11	49284621	50180029	895409	*	cc-ww	12	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr11	50341790	55575780	5233991	*	ww-cc	13	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr12	61981172	62603344	622173	*	cc-ww	95	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr12	63860384	64583345	722962	*	ww-cc	96	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr13	19845230	19875858	30629	*	wc-ww	78	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr15	22829483	22856846	27364	*	wc-cc	62	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr15	72675637	72675724	88	*	cc-wc	71	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr15	74037293	74058429	21137	*	wc-cc	67	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr16	34235261	34573092	337832	*	cc-ww	153	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr16	46401561	46442763	41203	*	ww-cc	161	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr18	11586613	11639058	52446	*	cc-ww	173	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr19	24170008	24331377	161370	*	cc-wc	8	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr19	24401202	28744653	4343452	*	wc-cc	8	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr20	26319932	26480551	160620	*	ww-wc	72	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr20	31061632	31179445	117814	*	wc-ww	72	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr21	10810672	12983974	2173303	*	wc-ww	86	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr22	23245282	23291265	45984	*	ww-cc	168	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chrX	152797610	152830612	33003	*	ww-wc	13	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chrX	153244271	153654418	410148	*	wc-ww	10	recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam
chr1	119935711	120389488	453778	*	ww-wc	72	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr1	148621474	149402266	780793	*	wc-ww	111	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr4	48226228	49102815	876588	*	ww-wc	8	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr4	49655495	52511263	2855769	*	wc-ww	8	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr9	117275055	117304162	29108	*	ww-cc	171	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr9	130799439	130837980	38542	*	cc-ww	164	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr11	49829027	50158606	329580	*	cc-ww	14	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr11	50342042	51464373	1122332	*	ww-cc	17	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr12	62863847	62876380	12534	*	ww-cc	63	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr12	63840585	65037240	1196656	*	cc-ww	64	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr15	72674559	72686356	11798	*	cc-wc	71	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr15	74059260	74064221	4962	*	wc-cc	74	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr16	31937542	32397609	460068	*	cc-ww	101	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr16	46400693	47239979	839287	*	ww-cc	110	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr17	27629403	27644703	15301	*	cc-ww	155	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr20	25742177	25999617	257441	*	ww-wc	51	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr20	31191052	31553911	362860	*	wc-ww	53	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr21	10811081	12990176	2179096	*	wc-ww	88	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr22	23275578	23291427	15850	*	ww-cc	171	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chrX	152904773	153185733	280961	*	cc-ww	15	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chrX	153246283	153363036	116754	*	ww-cc	13	recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam
chr1	143720409	144431958	711550	*	cc-wc	70	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr1	148486394	150093833	1607440	*	wc-cc	86	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr2	89242093	89655177	413085	*	ww-wc	31	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr2	91603519	92284032	680514	*	wc-ww	16	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr3	89816704	90447580	630877	*	cc-wc	36	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr3	93470801	94534502	1063702	*	wc-cc	36	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr4	170241509	170261701	20193	*	cc-ww	173	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr5	45296746	46665402	1368657	*	cc-wc	12	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr5	49982203	50319610	337408	*	wc-cc	10	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr7	57251034	57683339	432306	*	cc-wc	37	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr7	62233887	62236388	2502	*	wc-cc	19	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr8	89422571	89424644	2074	*	wc-cc	100	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr9	39581076	40092184	511109	*	cc-wc	69	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr9	68416542	68475415	58874	*	wc-ww	114	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr11	49462223	50144271	682049	*	cc-ww	21	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr11	50340956	54230440	3889485	*	ww-cc	22	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr12	62196122	62261228	65107	*	cc-wc	101	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr12	63862392	63921272	58881	*	wc-cc	102	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr15	23361238	23474281	113044	*	wc-cc	57	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr15	72631000	72670920	39921	*	cc-wc	83	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr15	74038705	74107639	68935	*	wc-cc	88	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr16	34274861	34572702	297842	*	cc-ww	150	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr16	46401593	46433075	31483	*	ww-cc	166	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr17	26603932	26799462	195531	*	cc-wc	8	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr17	26885862	27220133	334272	*	wc-cc	17	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr20	26351899	28558883	2206985	*	cc-wc	70	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr20	30462593	31299321	836729	*	wc-cc	70	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr21	10779151	10781259	2109	*	wc-ww	89	recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam
chr1	82070299	82098541	28243	*	cc-ww	174	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr1	125174592	125178869	4278	*	ww-wc	94	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr1	148475534	149010196	534663	*	wc-ww	105	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr5	88029452	88058653	29202	*	ww-cc	174	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr8	139598330	139616633	18304	*	wc-ww	82	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr9	130801404	130811537	10134	*	ww-cc	171	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr12	62336230	62898695	562466	*	cc-wc	58	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr12	64555848	65295293	739446	*	wc-cc	59	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr15	61321508	61337111	15604	*	ww-wc	91	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr15	72615977	72681118	65142	*	wc-cc	87	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr15	74060619	74118314	57696	*	cc-wc	98	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr15	89334173	89484192	150020	*	wc-cc	93	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr16	34247110	34572650	325541	*	cc-ww	151	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr16	46401518	46407513	5996	*	ww-cc	156	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr18	27818312	27840627	22316	*	cc-ww	173	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr20	25675436	25928785	253350	*	ww-wc	62	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr20	30829553	30934495	104943	*	wc-ww	63	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr21	13432121	13547436	115316	*	wc-cc	66	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
chr22	23282993	23291176	8184	*	cc-ww	168	recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam
